student_id,name,college,major,study_time,library_count,consume_avg,night_net_ratio,risk_prob,risk_label,cluster,study_index,self_discipline_index,health_index,risk_index,development_index,performance_level,study_index_display,self_discipline_index_display,health_index_display,risk_index_display,development_index_display
pjwqzwbj998,,网络与信息安全学院,网络工程,53231.0,0.0,,0.0,0.2284886596616506,0.0,0,12.910823846153848,52.6,64.6847,4776.56,29.32768,中表现,40.9,3.4,64.7,12.5,29.3
pjwrqxbj882,,先进材料与纳米科技学院,材料科学与工程,267313.0,0.0,,0.0,0.3711634813073606,1.0,0,13.434219629629627,138.0,81.46695,7759.18,36.47136,高表现,55.1,52.4,81.5,2.1,36.5
pjwrqxbj884,,物理学院,应用物理学,125499.0,0.0,,0.0,0.084075977923006,0.0,0,14.310537142857145,145.4,80.823,1757.61,39.07472,高表现,73.5,65.4,80.8,57.6,39.1
pjwrqxbj890,,光电工程学院,电子科学与技术,318200.0,655.0,,0.0,0.0006469497255309,0.0,0,800.3800692307692,315.20000000000005,84.42575,13.524496951219511,45.757200000000005,高表现,96.2,97.2,84.4,84.8,45.8
pjwrqxbj898,,先进材料与纳米科技学院,纳米材料与技术,127985.0,0.0,,0.0,0.130919750375747,1.0,3,13.072598695652172,136.8,73.78355,2736.88,23.18096,低表现,45.4,50.3,73.8,33.5,23.2
pjwrqxbj901,,先进材料与纳米科技学院,应用化学,82030.0,0.0,,0.0,0.062949951734081,1.0,2,11.917411111111113,107.20000000000002,60.956833333333336,1315.97,23.748200000000004,低表现,17.1,16.6,61.0,66.5,23.7
pjwrqxbj905,,先进材料与纳米科技学院,应用化学,79960.0,0.0,,0.0,0.1270010743830907,1.0,2,11.574033333333333,86.0,58.666450000000005,2654.96,22.252133333333333,低表现,12.2,6.9,58.7,35.0,22.3
pjwrqxbj911,,先进材料与纳米科技学院,纳米材料与技术,46851.0,132.0,,0.0,0.0014780814994805,1.0,3,170.92022989690722,154.9,65.0165,30.89932330827068,32.2316,低表现,83.9,75.0,65.0,81.0,32.2
pjwrqxbj913,,先进材料与纳米科技学院,应用化学,206415.0,0.0,,0.0,0.1696276779452973,1.0,0,11.646184406779662,123.6,76.22724999999998,3546.07,25.627280000000003,低表现,13.1,31.5,76.2,21.8,25.6
pjwrqxbj916,,网络与信息安全学院,网络空间安全,164695.0,0.0,,0.0,0.1514310916708044,0.0,0,13.730224590163932,165.60000000000002,76.22595,3165.67,45.0008,高表现,62.6,79.8,76.2,26.5,45.0
pjwrqxbj918,,先进材料与纳米科技学院,纳米材料与技术,62245.0,0.0,,0.0,0.3202216501108346,1.0,0,13.58466,116.6,59.6048,6694.24,23.52024000000001,低表现,59.3,24.4,59.6,4.2,23.5
pjwrqxbj919,,先进材料与纳米科技学院,应用化学,11863.0,0.0,,0.0,0.090564849973834,1.0,3,11.836811111111112,73.2,49.1626,1893.26,17.306933333333333,低表现,16.1,4.8,49.2,54.4,17.3
pjwrqxbj920,,先进材料与纳米科技学院,材料科学与工程,93659.0,0.0,,0.0,0.124087420150758,1.0,0,12.452246666666666,135.20000000000002,79.69505000000001,2594.05,25.087920000000004,中表现,29.0,47.2,79.7,36.4,25.1
pjwrqxbj923,,数学与统计学院,数学与应用数学,182893.0,283.0,,0.0,0.0004241837808591,0.0,0,353.30535999999995,194.3,67.1588,8.867570422535211,28.68944,中表现,88.6,85.8,67.2,87.6,28.7
pjwrqxbj924,,先进材料与纳米科技学院,纳米材料与技术,125368.0,0.0,,0.0,0.1077535443639853,1.0,3,13.875512121212122,152.0,77.2452,2252.59,27.69720000000001,中表现,66.1,72.2,77.2,45.6,27.7
pjwrqxbj925,,先进材料与纳米科技学院,材料科学与工程,233658.0,0.0,,0.0,0.0830470384625319,0.0,0,13.682355652173912,149.2,87.16170000000001,1736.1,49.99704,高表现,61.6,69.9,87.2,58.3,50.0
pjwrqxbj926,,先进材料与纳米科技学院,材料科学与工程,356922.0,0.0,,0.3333333333333333,0.1136545193451142,0.0,0,13.037266265060245,135.45000000000002,80.87605,2375.95,26.85880000000001,中表现,44.7,47.9,80.9,42.2,26.9
pjwrqxbj929,,机电工程学院,电子封装技术,115351.0,0.0,,0.0,0.0467552769621842,0.0,3,14.21757306122449,144.8,80.4733,977.42,26.933680000000003,中表现,72.2,64.7,80.5,71.8,26.9
pjwrqxbj932,,先进材料与纳米科技学院,材料科学与工程,335596.0,0.0,,0.0,0.0918654945080176,0.0,3,13.787845263157894,127.0,75.747,1920.45,29.54536,高表现,64.0,35.5,75.7,53.8,29.5
pjwrqxbj935,,先进材料与纳米科技学院,材料科学与工程,96041.0,0.0,,0.0,0.1685714723066516,1.0,0,12.81542074074074,122.8,70.04845,3523.99,25.32672,中表现,38.6,30.4,70.0,22.2,25.3
pjwrqxbj938,,先进材料与纳米科技学院,材料科学与工程,27246.0,0.0,,0.0,0.1960404725754866,1.0,0,13.472029855072464,139.0,77.54015,4098.23,34.950959999999995,中表现,56.4,54.5,77.5,16.8,35.0
pjwrqxbj944,,先进材料与纳米科技学院,纳米材料与技术,108277.0,0.0,,0.0,0.240071045136527,1.0,3,13.267948888888888,139.60000000000002,81.35805,5018.6900000000005,35.278240000000004,高表现,50.5,55.8,81.4,11.3,35.3
pjwrqxbj945,,先进材料与纳米科技学院,材料科学与工程,74413.0,0.0,,0.0,0.0741128207483178,0.0,0,12.070125614035089,135.0,71.9791,1549.33,24.42552,中表现,20.0,46.8,72.0,62.5,24.4
pjwrqxbj948,,先进材料与纳米科技学院,纳米材料与技术,36806.0,0.0,,0.0,0.0797454391337583,1.0,3,12.568445614035088,130.0,73.66195,1667.08,24.5668,低表现,32.1,39.2,73.7,60.0,24.6
pjwrqxbj949,,先进材料与纳米科技学院,材料科学与工程,125886.0,0.0,,0.0,0.0231494636216564,0.0,0,12.690322962962965,148.0,79.45315,483.94,30.78544,高表现,35.3,68.7,79.5,76.5,30.8
pjwrqxbj951,,先进材料与纳米科技学院,材料科学与工程,48814.0,0.0,,0.0,0.1095129303870553,0.0,3,15.792414042553192,130.60000000000002,80.87125,2289.37,66.20072,高表现,80.6,40.0,80.9,44.4,66.2
pjwrqxbj952,,先进材料与纳米科技学院,应用化学,35559.0,0.0,,0.0,0.1296391967096898,1.0,3,12.68309420289855,78.4,50.326483333333336,2710.11,16.315333333333335,低表现,35.1,5.5,50.3,33.8,16.3
pjwrqxbj955,,先进材料与纳米科技学院,纳米材料与技术,155259.0,0.0,,0.0,0.1693999814398646,1.0,0,12.336256071428572,126.0,69.62655,3541.31,26.16856,低表现,26.1,34.2,69.6,22.0,26.2
pjwrqxbj956,,先进材料与纳米科技学院,材料科学与工程,105848.0,0.0,,0.0,0.1054033911471981,0.0,3,12.63378,119.2,77.07745,2203.46,33.116080000000004,中表现,33.8,27.1,77.1,46.7,33.1
pjwrqxbj965,,先进材料与纳米科技学院,材料科学与工程,64760.0,0.0,,0.0,0.1232947875677708,0.0,3,14.98575476635514,141.0,85.7097,2577.48,50.18272,高表现,78.3,58.1,85.7,36.6,50.2
pjwrqxbj967,,先进材料与纳米科技学院,材料科学与工程,141137.0,0.0,,0.0,0.2856911880495689,1.0,0,15.148791711711713,146.60000000000002,84.88995000000001,5972.38,49.55232,高表现,79.1,67.1,84.9,6.8,49.6
pjwrqxbj973,,电子工程学院,电子信息工程,129176.0,488.0,,0.0,0.0002867218677795,0.0,3,598.9089771428571,270.3,79.98695000000001,5.993926380368099,28.84448,中表现,93.6,94.3,80.0,90.1,28.8
pjwrqxbj974,,先进材料与纳米科技学院,纳米材料与技术,144828.0,0.0,,0.0,0.1377310330246036,0.0,3,14.174324516129031,140.8,78.39880000000001,2879.27,37.64904000000001,高表现,71.5,57.8,78.4,30.6,37.6
pjwrqxbj977,,机电工程学院,自动化,292649.0,0.0,,0.0,0.2486015320722008,0.0,3,12.57513925925926,139.8,77.77885,5197.02,24.880320000000005,中表现,32.4,56.1,77.8,10.5,24.9
pjwrqxbj978,,先进材料与纳米科技学院,材料科学与工程,147604.0,0.0,,0.0,0.0281803126713105,0.0,3,14.235761363636364,123.6,76.5589,589.11,26.77,中表现,72.7,31.5,76.6,75.7,26.8
pjwrqxbj979,,机电工程学院,机器人工程,19956.0,0.0,,0.0,0.7067225958166985,1.0,0,13.878548095238097,114.6,76.25045,14774.05,51.72824000000001,高表现,66.2,22.4,76.3,0.1,51.7
pjwrqxbj980,,先进材料与纳米科技学院,应用化学,31946.0,0.0,,0.0,0.1322529229821354,0.0,3,13.538506666666668,140.2,69.8724,2764.75,29.65488000000001,中表现,58.1,56.5,69.9,32.7,29.7
pjwrqxbj983,,先进材料与纳米科技学院,材料科学与工程,35316.0,0.0,,0.0,0.3121350756899539,1.0,3,13.613624210526316,135.0,74.102,6525.1900000000005,32.18296,中表现,59.9,46.8,74.1,5.1,32.2
pjwrqxbj984,,先进材料与纳米科技学院,应用化学,86069.0,0.0,,0.0,0.0446629565530193,0.0,3,12.751496907216492,154.60000000000002,78.04050000000001,933.68,27.2584,中表现,36.9,74.7,78.0,72.5,27.3
pjwrqxbj985,,先进材料与纳米科技学院,材料科学与工程,44010.0,0.0,,0.0,0.2275955727380313,1.0,3,14.049596626506023,139.8,79.57039999999999,4757.889999999999,34.601760000000006,高表现,69.6,56.1,79.6,12.6,34.6
pjwrqxbj988,,网络与信息安全学院,网络空间安全,78325.0,0.0,,0.0,0.1152153884569352,0.0,0,15.33548101010101,143.0,82.89135,2408.58,40.57352,高表现,79.8,61.7,82.9,41.2,40.6
pjwrqxbj991,,微电子学院,微电子科学与工程,129383.0,0.0,,0.0,0.1180472441547532,0.0,3,14.648235056179775,123.4,70.52320000000002,2467.78,51.26112,高表现,76.6,31.3,70.5,39.6,51.3
pjwrqxbj992,,先进材料与纳米科技学院,材料科学与工程,48662.0,0.0,,0.0,0.2020485988532897,1.0,3,14.349075443037975,119.2,77.19785,4223.83,29.876960000000004,中表现,73.9,27.1,77.2,16.0,29.9
pjwrqxbj993,,先进材料与纳米科技学院,材料科学与工程,153957.0,0.0,,0.0,0.0361276860773154,0.0,0,14.594961967213116,155.20000000000002,84.38020000000002,755.25,69.80552,高表现,76.1,75.1,84.4,74.2,69.8
pjwrqxbj994,,先进材料与纳米科技学院,纳米材料与技术,212455.0,0.0,,0.0,0.1195923275844749,0.0,3,12.917203232323232,162.8,83.4285,2500.08,25.263520000000003,中表现,41.2,78.9,83.4,38.8,25.3
pjwrqxbj998,,先进材料与纳米科技学院,材料科学与工程,73587.0,0.0,,0.0,0.2467302112124264,1.0,0,12.537428686868688,113.4,68.31795000000001,5157.9,24.43024,低表现,31.2,21.3,68.3,10.8,24.4
pjwrzxbj996,,先进材料与纳米科技学院,材料科学与工程,503856.0,0.0,,0.0,0.2246661328235993,1.0,0,10.041908333333332,84.0,61.14465,4696.65,18.2808,低表现,3.6,6.5,61.1,13.0,18.3
pjwtqxbj913,,生命科学技术学院,生物技术,53605.0,0.0,,0.0,0.0687155525323582,0.0,3,13.671345416666664,110.8,68.56020000000001,1436.5,34.13984,高表现,61.2,18.9,68.6,64.5,34.1
pjwtqxbj914,,生命科学技术学院,生物医学工程,209052.0,42.0,,0.0,0.0012315390675162,0.0,3,63.43712194690266,132.5,73.09235,25.745348837209303,33.29624,高表现,81.6,43.3,73.1,81.5,33.3
pjwtqxbj918,,生命科学技术学院,智能医学工程,73182.0,0.0,,0.0,0.09290687117257,1.0,3,11.487258490566038,79.2,60.3063,1942.22,20.637600000000003,低表现,11.1,5.8,60.3,53.4,20.6
pjwtqxbj920,,生命科学技术学院,生物医学工程,119238.0,0.0,,0.0,0.1427183518599838,0.0,3,12.94131145631068,147.4,82.20100000000001,2983.53,29.209440000000004,中表现,41.8,67.9,82.2,29.2,29.2
pjwtqxbj921,,生命科学技术学院,智能医学工程,29846.0,0.0,,0.0,0.2645273718944062,0.0,3,12.88637238095238,145.4,70.46015000000001,5529.95,32.38368,中表现,40.3,65.4,70.5,8.7,32.4
pjwtqxbj922,,生命科学技术学院,智能医学工程,75228.0,0.0,,0.0,0.0951924465989508,0.0,3,13.732768387096774,140.60000000000002,84.0318,1990.0,40.89688,高表现,62.7,57.4,84.0,52.0,40.9
pjwtqxbj925,,网络与信息安全学院,网络空间安全,54882.0,0.0,,0.0,0.125990790728734,0.0,0,13.28811268292683,140.0,86.60555000000002,2633.84,40.18728,高表现,51.0,56.3,86.6,35.4,40.2
pjwtqxbj928,,生命科学技术学院,生物技术,54014.0,0.0,,0.0,0.1184002694089744,1.0,3,14.248437894736842,107.2,65.7467,2475.16,29.90112,中表现,72.9,16.5,65.7,39.4,29.9
pjwtqxbj929,,生命科学技术学院,生物医学工程,12617.0,0.0,,0.0,0.0048203732883297,0.0,3,13.346611914893614,135.0,72.71165,100.77,40.13232000000001,高表现,53.0,46.8,72.7,78.9,40.1
pjwtqxbj930,,生命科学技术学院,生物技术,22124.0,0.0,,0.0,0.1277673974959124,1.0,3,14.07370652173913,101.6,66.75845,2670.98,23.874,低表现,69.8,13.3,66.8,34.6,23.9
pjwtqxbj931,,生命科学技术学院,生物医学工程,41537.0,0.0,,0.0,0.0959037590014264,0.0,3,15.177554545454546,131.8,81.14795000000001,2004.87,46.6264,高表现,79.4,42.1,81.1,51.9,46.6
pjwtqxbj932,,生命科学技术学院,生物技术,2431.0,0.0,,0.0,0.0752627837715534,1.0,3,13.14270824742268,115.4,70.3228,1573.37,25.1524,低表现,47.2,23.3,70.3,61.9,25.2
pjwtqxbj933,,生命科学技术学院,生物医学工程,30673.0,0.0,,0.0,0.3056916472694118,1.0,3,14.40916415841584,106.6,66.7885,6390.49,34.13832,中表现,74.6,16.2,66.8,5.4,34.1
pjwtqxbj935,,光电工程学院,电子科学与技术,28651.0,0.0,,0.0,0.0422989310701448,0.0,0,14.204044,174.2,81.48985,884.26,41.5692,高表现,72.1,81.9,81.5,73.0,41.6
pjwtqxbj939,,生命科学技术学院,生物技术,8835.0,0.0,,0.0,0.2785417091205844,1.0,3,13.472503636363635,85.2,59.78545,5822.92,22.40056000000001,低表现,56.4,6.8,59.8,7.3,22.4
pjwtqxbj941,,生命科学技术学院,智能医学工程,20015.0,1135.0,,0.0,7.303699248947833e-05,0.0,3,1374.8943499999998,332.8,66.97455000000001,1.5268397887323943,25.20928,低表现,99.1,97.9,67.0,96.9,25.2
pjwtqxbj942,,生命科学技术学院,生物医学工程,51279.0,0.0,,0.0,0.3457427928794137,1.0,3,13.756234285714283,139.0,82.18885,7227.76,26.11208,中表现,63.4,54.5,82.2,2.8,26.1
pjwtqxbj943,,生命科学技术学院,智能医学工程,65141.0,0.0,,0.0,0.1514191328207292,0.0,3,12.758597943925231,146.2,88.65420000000002,3165.42,27.40056,中表现,37.1,66.2,88.7,26.6,27.4
pjwtqxbj944,,生命科学技术学院,智能医学工程,148692.0,0.0,,0.0,0.2309880593273768,0.0,0,12.99685102362205,160.4,84.1093,4828.81,33.06416000000001,高表现,43.2,77.9,84.1,12.4,33.1
pjwtqxbj946,,生命科学技术学院,智能医学工程,172158.0,262.0,,0.0,0.0009256459160446,1.0,3,327.71777642857137,178.60000000000002,74.50775000000002,19.3506463878327,26.94832,低表现,88.0,82.8,74.5,83.1,26.9
pjwtqxbj947,,计算机科学与技术学院,软件工程,15559.0,0.0,,0.0,0.1228948836212546,1.0,0,13.780359080459773,138.8,76.37415,2569.12,26.834080000000004,中表现,63.9,54.1,76.4,36.8,26.8
pjwtqxbj950,,生命科学技术学院,生物技术,43726.0,0.0,,0.0,0.374356015923448,1.0,3,13.849649195402296,95.4,65.87930000000001,7825.92,24.60816,低表现,65.6,10.0,65.9,2.0,24.6
pjwtqxbj952,,生命科学技术学院,智能医学工程,170601.0,0.0,,0.0,0.1773947118921675,1.0,3,13.66559396226415,120.8,71.7857,3708.44,27.36464,低表现,61.0,28.2,71.8,19.7,27.4
pjwtqxbj953,,生命科学技术学院,智能医学工程,180512.0,0.0,,0.0,0.1265944734805324,0.0,2,14.766657916666666,153.20000000000002,75.9565,2646.46,48.77784,高表现,77.4,73.7,76.0,35.1,48.8
pjwtqxbj954,,生命科学技术学院,生物医学工程,29780.0,0.0,,0.0,0.098470128227574,0.0,3,13.566460701754384,149.20000000000002,82.9567,2058.52,31.59072,中表现,58.8,70.0,83.0,50.6,31.6
pjwtqxbj957,,生命科学技术学院,智能医学工程,142961.0,0.0,,0.1494252873563218,0.0467524068381661,0.0,3,14.139175555555555,118.25,71.90716666666667,977.36,31.97968,高表现,71.0,26.3,71.9,71.9,32.0
pjwtqxbj959,,生命科学技术学院,生物医学工程,83241.0,0.0,,0.0,0.2919691059850696,0.0,3,13.83431393939394,153.4,85.64125,6103.62,27.73168,中表现,65.2,73.9,85.6,6.4,27.7
pjwtqxbj960,,生命科学技术学院,生物医学工程,43650.0,0.0,,0.0,0.164194054825109,0.0,3,13.797427727272726,69.0,63.02965,3432.48,25.46112,中表现,64.2,4.4,63.0,23.2,25.5
pjwtqxbj965,,空间科学与技术学院,空间科学与技术,103899.0,171.0,,0.0,0.0008468423284911,0.0,0,219.0621255737705,195.8,80.84635,17.70325581395349,47.69424000000001,高表现,85.2,86.0,80.8,83.7,47.7
pjwtqxbj967,,网络与信息安全学院,网络空间安全,50597.0,0.0,,0.0,0.0956602768138944,0.0,0,13.299841034482755,159.4,79.3968,1999.78,46.38864,高表现,51.4,77.5,79.4,51.9,46.4
pjwtqxbj968,,生命科学技术学院,智能医学工程,58862.0,0.0,,0.0,0.0739683578394089,0.0,3,13.748791785714284,127.4,75.7394,1546.31,28.38656,中表现,63.1,36.1,75.7,62.6,28.4
pjwtqxbj969,,生命科学技术学院,生物医学工程,41637.0,63.0,,0.0,0.0070191349374456,0.0,3,89.06996893203885,152.10000000000002,73.55905,146.73515625,27.2824,中表现,82.3,72.4,73.6,78.2,27.3
pjwtqxbj971,,生命科学技术学院,生物医学工程,164534.0,851.0,,0.0,5.4269037062118055e-05,0.0,3,1033.600212241888,297.6,80.857,1.1344953051643192,25.846866666666667,中表现,97.8,96.2,80.9,97.1,25.8
pjwtqxbj972,,光电工程学院,电子科学与技术,58339.0,276.0,,0.0,0.0005266988416894,1.0,0,343.96039628318584,192.1,76.81830000000001,11.010649819494583,24.10824,低表现,88.4,85.4,76.8,86.1,24.1
pjwtqxbj974,,生命科学技术学院,智能医学工程,98942.0,0.0,,0.0,0.0673919470060301,0.0,0,15.16972762886598,133.8,76.47355,1408.8300000000002,54.54456,高表现,79.4,44.8,76.5,65.0,54.5
pjwtqxbj976,,生命科学技术学院,生物医学工程,120832.0,0.0,,0.0,0.1453660412666431,1.0,3,12.432098585858588,136.60000000000002,71.96390000000001,3038.88,27.04096,中表现,28.5,50.0,72.0,28.6,27.0
pjwtqxbj977,,生命科学技术学院,生物医学工程,22426.0,0.0,,0.0,0.195130643261762,1.0,3,12.619724545454549,95.6,63.11150000000001,4079.21,27.366080000000004,中表现,33.6,10.1,63.1,16.9,27.4
pjwtqxbj979,,生命科学技术学院,生物医学工程,54429.0,588.0,,0.0,0.000173086995218,0.0,3,719.8587680851065,306.5,82.53155000000001,3.618387096774194,38.25520000000001,高表现,95.2,96.7,82.5,93.6,38.3
pjwtqxbj982,,空间科学与技术学院,空间科学与技术,224702.0,0.0,,0.0,0.091980777822743,0.0,2,14.747671764705885,139.20000000000002,82.4166,1922.86,36.11224000000001,高表现,77.4,54.8,82.4,53.7,36.1
pjwtqxbj983,,生命科学技术学院,智能医学工程,23014.0,0.0,,0.0,0.0723319087951123,0.0,3,15.252779047619049,154.8,84.37633333333333,1512.1,40.34864,高表现,79.7,74.9,84.4,63.4,40.3
pjwtqxbj984,,生命科学技术学院,智能医学工程,106011.0,0.0,,0.0,0.4452868258437447,1.0,2,13.73708761904762,155.8,79.75314999999999,9308.73,37.15376,高表现,63.0,75.6,79.8,1.0,37.2
pjwtqxbj985,,生命科学技术学院,智能医学工程,32816.0,0.0,,0.0,0.1209259785448662,0.0,3,14.344219603960395,150.20000000000002,78.3085,2527.96,45.840720000000005,高表现,73.8,70.9,78.3,38.0,45.8
pjwtqxbj987,,生命科学技术学院,生物医学工程,122513.0,0.0,,0.0,0.0849599761205681,0.0,3,14.28139568627451,134.0,81.37119999999999,1776.09,42.230720000000005,高表现,73.2,45.3,81.4,57.0,42.2
pjwtqxbj988,,光电工程学院,电子科学与技术,232619.0,0.0,,0.1818181818181818,0.1477195429614513,0.0,3,12.59653464566929,96.0,69.63475,3088.08,29.718800000000005,中表现,33.0,10.3,69.6,27.7,29.7
pjwtqxbj993,,生命科学技术学院,生物医学工程,103057.0,0.0,,0.0,0.3453261465427921,0.0,3,14.218342553191489,167.20000000000002,77.64040000000001,7219.049999999999,39.2212,高表现,72.2,80.3,77.6,2.8,39.2
pjwtqxbj998,,光电工程学院,电子科学与技术,115311.0,0.0,,0.0,0.3045182449000287,1.0,0,13.539669752066118,162.8,77.73360000000001,6365.96,44.81696,高表现,58.1,78.9,77.7,5.5,44.8
pjwtzxbj996,,生命科学技术学院,生物医学工程,34847.0,0.0,,0.0,0.2203934748687157,1.0,3,11.432292038834952,71.0,58.2393,4607.33,21.62544,低表现,10.6,4.6,58.2,13.5,21.6
pjwuzxbj992,,微电子学院,微电子科学与工程,51233.0,218.0,,0.0,0.0004460618314093,0.0,3,273.7568666141732,168.8,73.0737,9.324931506849316,33.155120000000004,中表现,86.7,80.9,73.1,87.2,33.2
pjwuzxbj995,,微电子学院,微电子科学与工程,145156.0,0.0,,0.0,0.0786452249268357,1.0,3,12.285855789473684,106.8,71.64215000000002,1644.08,26.23656,低表现,24.8,16.4,71.6,60.4,26.2
pjxpqxbj911,,外国语学院,英语,19505.0,0.0,,0.0,0.1177985000731881,1.0,0,8.942164597701149,147.20000000000002,83.15920000000001,2462.58,29.52544,高表现,2.6,67.7,83.2,39.8,29.5
pjxpqxbj912,,外国语学院,翻译,117457.0,0.0,,0.0,0.1022797395075441,0.0,3,10.308901363636364,134.4,78.9376,2138.16,41.39656,高表现,4.2,45.7,78.9,48.8,41.4
pjxpqxbj914,,外国语学院,英语,12187.0,0.0,,0.1538461538461538,0.0855933168205531,1.0,3,8.470846315789474,125.7,77.5765,1789.33,35.29648,高表现,2.1,33.7,77.6,56.8,35.3
pjxpqxbj915,,外国语学院,翻译,35834.0,210.0,,0.0,0.0002056378113602,0.0,3,261.08617294117647,213.8,80.08135,4.298862559241706,28.95368,高表现,86.3,88.6,80.1,92.5,29.0
pjxpqxbj916,,外国语学院,翻译,17038.0,646.0,,0.0,0.0001394220780086,0.0,3,785.0385033333332,302.5,74.69025,2.9146213292117467,41.17568000000001,高表现,96.0,96.5,74.7,94.6,41.2
pjxpqxbj918,,外国语学院,翻译,43871.0,0.0,,0.0,0.0268988022972472,1.0,3,8.690126024096386,150.0,80.37605,562.32,25.646480000000004,中表现,2.2,70.6,80.4,75.9,25.6
pjxpqxbj919,,外国语学院,翻译,32822.0,0.0,,0.0,0.0642376807101834,1.0,3,8.374355903614457,132.0,76.18480000000001,1342.89,24.825520000000004,中表现,1.9,42.5,76.2,66.1,24.8
pjxpqxbj920,,外国语学院,翻译,7415.0,0.0,,0.0,0.075733962464518,1.0,3,6.929226537216828,91.0,67.96875000000001,1583.22,20.441333333333333,低表现,1.4,8.4,68.0,61.7,20.4
pjxpqxbj924,,外国语学院,日语,65738.0,0.0,,0.0,0.0591441672861351,0.0,3,13.742264050632912,104.8,72.0245,1236.41,26.77736,中表现,63.0,14.9,72.0,67.9,26.8
pjxpqxbj925,,外国语学院,日语,28248.0,0.0,,0.0,0.0639348826262782,0.0,3,13.561075471698114,148.60000000000002,80.29083333333334,1336.56,25.862,中表现,58.7,69.3,80.3,66.2,25.9
pjxpqxbj926,,外国语学院,翻译,36141.0,0.0,,0.009009009009009,0.0733555863615533,1.0,3,9.372596595744682,144.05,82.3588,1533.5,34.25528000000001,高表现,2.9,63.5,82.4,63.0,34.3
pjxpqxbj927,,外国语学院,日语,98584.0,0.0,,0.0,0.3679202411669541,0.0,3,13.095141443298967,144.60000000000002,74.3218,7691.38,28.431040000000003,中表现,45.8,64.4,74.3,2.2,28.4
pjxpqxbj930,,外国语学院,翻译,8557.0,0.0,,0.0,0.0872871683452108,1.0,3,8.372630526315788,125.20000000000002,62.0677,1824.74,24.09568,中表现,1.9,33.2,62.1,56.2,24.1
pjxpqxbj932,,外国语学院,英语,17788.0,0.0,,0.0,0.0803749530017192,0.0,3,8.303480487804878,117.20000000000002,75.0621,1680.24,27.9828,中表现,1.7,25.2,75.1,59.5,28.0
pjxpqxbj933,,外国语学院,英语,16727.0,439.0,,0.0,0.0007594630815512,1.0,3,535.3467457894736,241.7,78.045,15.876590909090911,31.444720000000004,高表现,92.8,91.5,78.0,84.2,31.4
pjxpqxbj934,,经济与管理学院,电子商务,74510.0,0.0,,0.0,0.0461425054843286,0.0,2,14.74296888111888,124.0,69.7165,964.61,33.6514,高表现,77.3,32.0,69.7,72.2,33.7
pjxpqxbj937,,外国语学院,英语,21275.0,416.0,,0.0,0.0003421424138697,0.0,3,507.99309948051945,223.0,71.30775000000001,7.152494004796163,31.93432,高表现,92.4,89.2,71.3,88.8,31.9
pjxpqxbj941,,外国语学院,英语,10976.0,0.0,,0.0,0.0318703354505281,1.0,3,9.976055294117646,140.60000000000002,87.40039999999999,666.25,44.36808,高表现,3.4,57.4,87.4,75.2,44.4
